asset_id,source_system,asset_type,technical_name,source_ref,field_count,nullable_field_count,non_nullable_field_count,numeric_field_count,date_field_count,text_field_count,large_text_field_count,avg_data_length,max_data_length,row_count,size_bytes,size_mb,has_profile_data,label_raw,label_normalized
1005269,oracle,oracle_table,SYSADM.PS_AM_BKC_DFT_AET,PS_AM_BKC_DFT_AET,9,0,9,1,0,8,0,8.777777777777779,20.0,1.0,20.0,1.90734863281e-05,VRAI,Finance,Finance
1005270,oracle,oracle_table,SYSADM.PS_AM_BKC_DL_TAO,PS_AM_BKC_DL_TAO,7,1,6,1,1,5,0,9.714285714285714,26.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005271,oracle,oracle_table,SYSADM.PS_AM_BKC_DL_TAO4,PS_AM_BKC_DL_TAO4,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005272,oracle,oracle_table,SYSADM.PS_AM_BKC_DL_TAO5,PS_AM_BKC_DL_TAO5,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005273,oracle,oracle_table,SYSADM.PS_AM_BKC_DL_TAO6,PS_AM_BKC_DL_TAO6,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005274,oracle,oracle_table,SYSADM.PS_AM_BKC_DL_TAO7,PS_AM_BKC_DL_TAO7,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005275,oracle,oracle_table,SYSADM.PS_AM_BKC_DL_TAO8,PS_AM_BKC_DL_TAO8,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005276,oracle,oracle_table,SYSADM.PS_AM_BKC_RSET_AET,PS_AM_BKC_RSET_AET,14,0,14,1,0,13,0,8.714285714285714,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005277,oracle,oracle_table,SYSADM.PS_AM_BOOK_TAO,PS_AM_BOOK_TAO,2,0,2,1,0,1,0,10.0,10.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005278,oracle,oracle_table,SYSADM.PS_AM_BOOK_TAO1,PS_AM_BOOK_TAO1,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005279,oracle,oracle_table,SYSADM.PS_AM_BOOK_TAO2,PS_AM_BOOK_TAO2,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005280,oracle,oracle_table,SYSADM.PS_AM_BOOK_TAO3,PS_AM_BOOK_TAO3,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005281,oracle,oracle_table,SYSADM.PS_AM_BOOK_TAO4,PS_AM_BOOK_TAO4,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005282,oracle,oracle_table,SYSADM.PS_AM_BOOK_TAO5,PS_AM_BOOK_TAO5,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005283,oracle,oracle_table,SYSADM.PS_AM_BOOK_TAO6,PS_AM_BOOK_TAO6,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005284,oracle,oracle_table,SYSADM.PS_AM_BOOK_TAO7,PS_AM_BOOK_TAO7,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005285,oracle,oracle_table,SYSADM.PS_AM_BOOK_TAO8,PS_AM_BOOK_TAO8,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005286,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO,PS_AM_BU_BK_TAO,5,1,4,2,1,2,0,7.6,10.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005287,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO1,PS_AM_BU_BK_TAO1,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005288,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO10,PS_AM_BU_BK_TAO10,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005289,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO11,PS_AM_BU_BK_TAO11,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005290,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO12,PS_AM_BU_BK_TAO12,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005291,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO13,PS_AM_BU_BK_TAO13,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005292,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO2,PS_AM_BU_BK_TAO2,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005293,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO3,PS_AM_BU_BK_TAO3,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005294,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO4,PS_AM_BU_BK_TAO4,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005295,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO5,PS_AM_BU_BK_TAO5,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005296,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO6,PS_AM_BU_BK_TAO6,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005297,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO7,PS_AM_BU_BK_TAO7,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005298,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO8,PS_AM_BU_BK_TAO8,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005299,oracle,oracle_table,SYSADM.PS_AM_BU_BK_TAO9,PS_AM_BU_BK_TAO9,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005300,oracle,oracle_table,SYSADM.PS_AM_CALENDAR_AET,PS_AM_CALENDAR_AET,10,2,8,6,2,2,0,8.9,19.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005301,oracle,oracle_table,SYSADM.PS_AM_CALENDAR_TMP,PS_AM_CALENDAR_TMP,10,2,8,6,2,2,0,8.9,19.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005302,oracle,oracle_table,SYSADM.PS_AM_CAPVAL2_AET,PS_AM_CAPVAL2_AET,127,10,117,29,10,88,0,11.48031496062992,254.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005303,oracle,oracle_table,SYSADM.PS_AM_CAPVAL_AET,PS_AM_CAPVAL_AET,45,5,40,2,4,39,1,97.0,4000.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005304,oracle,oracle_table,SYSADM.PS_AM_CAPVAL_RQST,PS_AM_CAPVAL_RQST,42,4,38,2,4,36,0,8.571428571428571,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005305,oracle,oracle_table,SYSADM.PS_AM_CAPVAL_STG,PS_AM_CAPVAL_STG,16,1,15,4,1,11,0,12.875,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005306,oracle,oracle_table,SYSADM.PS_AMCCAUPD_RQST,PS_AMCCAUPD_RQST,12,1,11,2,1,9,0,10.75,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005307,oracle,oracle_table,SYSADM.PS_AM_CDSUM_AET,PS_AM_CDSUM_AET,12,0,12,2,0,10,0,11.166666666666666,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005308,oracle,oracle_table,SYSADM.PS_AM_CEDT_SSRC,PS_AM_CEDT_SSRC,3,0,3,0,0,3,0,6.0,10.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005309,oracle,oracle_table,SYSADM.PS_AM_CF_1_TAO,PS_AM_CF_1_TAO,17,0,17,2,0,15,0,9.411764705882351,28.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005310,oracle,oracle_table,SYSADM.PS_AM_CF_1_TAO1,PS_AM_CF_1_TAO1,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005311,oracle,oracle_table,SYSADM.PS_AM_CF_1_TAO2,PS_AM_CF_1_TAO2,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005312,oracle,oracle_table,SYSADM.PS_AM_CF_1_TAO3,PS_AM_CF_1_TAO3,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005313,oracle,oracle_table,SYSADM.PS_AM_CF_1_TAO4,PS_AM_CF_1_TAO4,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005314,oracle,oracle_table,SYSADM.PS_AM_CF_1_TAO5,PS_AM_CF_1_TAO5,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005315,oracle,oracle_table,SYSADM.PS_AM_CF_1_TAO6,PS_AM_CF_1_TAO6,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005316,oracle,oracle_table,SYSADM.PS_AM_CF_1_TAO7,PS_AM_CF_1_TAO7,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005317,oracle,oracle_table,SYSADM.PS_AM_CF_1_TAO8,PS_AM_CF_1_TAO8,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005318,oracle,oracle_table,SYSADM.PS_AM_CF_2_TAO,PS_AM_CF_2_TAO,17,0,17,2,0,15,0,9.411764705882351,28.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005319,oracle,oracle_table,SYSADM.PS_AM_CF_2_TAO1,PS_AM_CF_2_TAO1,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005320,oracle,oracle_table,SYSADM.PS_AM_CF_2_TAO2,PS_AM_CF_2_TAO2,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005321,oracle,oracle_table,SYSADM.PS_AM_CF_2_TAO3,PS_AM_CF_2_TAO3,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005322,oracle,oracle_table,SYSADM.PS_AM_CF_2_TAO4,PS_AM_CF_2_TAO4,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005323,oracle,oracle_table,SYSADM.PS_AM_CF_2_TAO5,PS_AM_CF_2_TAO5,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005324,oracle,oracle_table,SYSADM.PS_AM_CF_2_TAO6,PS_AM_CF_2_TAO6,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005325,oracle,oracle_table,SYSADM.PS_AM_CF_2_TAO7,PS_AM_CF_2_TAO7,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005326,oracle,oracle_table,SYSADM.PS_AM_CF_2_TAO8,PS_AM_CF_2_TAO8,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005327,oracle,oracle_table,SYSADM.PS_AM_CF_3_TAO,PS_AM_CF_3_TAO,18,0,18,3,0,15,0,10.444444444444445,28.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005328,oracle,oracle_table,SYSADM.PS_AM_CF_3_TAO1,PS_AM_CF_3_TAO1,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005329,oracle,oracle_table,SYSADM.PS_AM_CF_3_TAO2,PS_AM_CF_3_TAO2,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005330,oracle,oracle_table,SYSADM.PS_AM_CF_3_TAO3,PS_AM_CF_3_TAO3,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005331,oracle,oracle_table,SYSADM.PS_AM_CF_3_TAO4,PS_AM_CF_3_TAO4,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005332,oracle,oracle_table,SYSADM.PS_AM_CF_3_TAO5,PS_AM_CF_3_TAO5,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005333,oracle,oracle_table,SYSADM.PS_AM_CF_3_TAO6,PS_AM_CF_3_TAO6,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005334,oracle,oracle_table,SYSADM.PS_AM_CF_3_TAO7,PS_AM_CF_3_TAO7,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005335,oracle,oracle_table,SYSADM.PS_AM_CF_3_TAO8,PS_AM_CF_3_TAO8,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005336,oracle,oracle_table,SYSADM.PS_AM_CF_IMP_AET,PS_AM_CF_IMP_AET,26,0,26,8,0,18,0,13.5,28.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005337,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_AET,PS_AM_CF_MAP_AET,9,0,9,1,0,8,0,43.55555555555556,254.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005338,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_DET,PS_AM_CF_MAP_DET,5,0,5,0,0,5,0,18.6,30.0,9.0,342.0,0.0003261566162109,VRAI,Finance,Finance
1005339,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_HDR,PS_AM_CF_MAP_HDR,2,0,2,0,0,2,0,7.5,10.0,3.0,36.0,3.43322753906e-05,VRAI,Finance,Finance
1005340,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO,PS_AM_CF_MAP_TAO,6,0,6,1,0,5,0,21.33333333333333,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005341,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO1,PS_AM_CF_MAP_TAO1,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005342,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO10,PS_AM_CF_MAP_TAO10,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005343,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO11,PS_AM_CF_MAP_TAO11,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005344,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO12,PS_AM_CF_MAP_TAO12,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005345,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO13,PS_AM_CF_MAP_TAO13,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005346,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO2,PS_AM_CF_MAP_TAO2,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005347,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO3,PS_AM_CF_MAP_TAO3,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005348,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO4,PS_AM_CF_MAP_TAO4,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005349,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO5,PS_AM_CF_MAP_TAO5,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005350,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO6,PS_AM_CF_MAP_TAO6,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005351,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO7,PS_AM_CF_MAP_TAO7,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005352,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO8,PS_AM_CF_MAP_TAO8,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005353,oracle,oracle_table,SYSADM.PS_AM_CF_MAP_TAO9,PS_AM_CF_MAP_TAO9,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005354,oracle,oracle_table,SYSADM.PS_AM_CF_SPACE_AET,PS_AM_CF_SPACE_AET,19,0,19,1,0,18,0,7.368421052631579,15.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005355,oracle,oracle_table,SYSADM.PS_AM_CGU_DTL,PS_AM_CGU_DTL,4,0,4,0,0,4,0,11.0,20.0,6.0,150.0,0.0001430511474609,VRAI,Finance,Finance
1005356,oracle,oracle_table,SYSADM.PS_AM_CGU_FLD_VAL,PS_AM_CGU_FLD_VAL,5,0,5,0,0,5,0,20.6,30.0,11.0,352.0,0.000335693359375,VRAI,Finance,Finance
1005357,oracle,oracle_table,SYSADM.PS_AM_CGU_HDR,PS_AM_CGU_HDR,5,0,5,0,0,5,0,15.2,30.0,4.0,152.0,0.0001449584960937,VRAI,Finance,Finance
1005358,oracle,oracle_table,SYSADM.PS_AM_CGU_IMP_AET,PS_AM_CGU_IMP_AET,47,5,42,18,4,25,1,38.48936170212765,254.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005359,oracle,oracle_table,SYSADM.PS_AM_CGU_IMP_RUN,PS_AM_CGU_IMP_RUN,41,2,39,11,3,27,1,16.195121951219512,50.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005360,oracle,oracle_table,SYSADM.PS_AM_CGU_LG,PS_AM_CGU_LG,4,0,4,0,0,4,0,14.5,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005361,oracle,oracle_table,SYSADM.PS_AM_CHART_D1_WRK,PS_AM_CHART_D1_WRK,4,0,4,1,0,3,0,16.25,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005362,oracle,oracle_table,SYSADM.PS_AM_CHART_DET,PS_AM_CHART_DET,3,0,3,0,0,3,0,26.0,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005363,oracle,oracle_table,SYSADM.PS_AM_CHART_D_WRK,PS_AM_CHART_D_WRK,11,0,11,9,0,2,0,21.272727272727277,28.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005364,oracle,oracle_table,SYSADM.PS_AM_CLEREC_AET,PS_AM_CLEREC_AET,41,1,40,4,1,36,0,6.51219512195122,17.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005365,oracle,oracle_table,SYSADM.PS_AM_CLEREC_RQST,PS_AM_CLEREC_RQST,17,1,16,3,1,13,0,10.470588235294116,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005366,oracle,oracle_table,SYSADM.PS_AM_CMBEDIT_CF,PS_AM_CMBEDIT_CF,60,5,55,12,5,43,0,9.8,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005367,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO,PS_AM_COA_BU_TAO,2,0,2,1,0,1,0,7.5,10.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005368,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO1,PS_AM_COA_BU_TAO1,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005369,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO10,PS_AM_COA_BU_TAO10,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005370,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO11,PS_AM_COA_BU_TAO11,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005371,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO12,PS_AM_COA_BU_TAO12,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005372,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO13,PS_AM_COA_BU_TAO13,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005373,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO2,PS_AM_COA_BU_TAO2,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005374,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO3,PS_AM_COA_BU_TAO3,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005375,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO4,PS_AM_COA_BU_TAO4,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005376,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO5,PS_AM_COA_BU_TAO5,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005377,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO6,PS_AM_COA_BU_TAO6,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005378,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO7,PS_AM_COA_BU_TAO7,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005379,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO8,PS_AM_COA_BU_TAO8,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005380,oracle,oracle_table,SYSADM.PS_AM_COA_BU_TAO9,PS_AM_COA_BU_TAO9,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005381,oracle,oracle_table,SYSADM.PS_AMCOMMENT_STAGE,PS_AMCOMMENT_STAGE,11,4,7,1,2,8,1,17.727272727272727,50.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005382,oracle,oracle_table,SYSADM.PS_AM_CON2_TMP,PS_AM_CON2_TMP,17,1,16,7,1,9,0,9.0,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005383,oracle,oracle_table,SYSADM.PS_AM_CON_TMP,PS_AM_CON_TMP,17,1,16,7,1,9,0,9.0,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005384,oracle,oracle_table,SYSADM.PS_AM_COST_A_TAO,PS_AM_COST_A_TAO,57,5,52,13,5,39,0,10.017543859649122,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005385,oracle,oracle_table,SYSADM.PS_AM_COST_A_TAO1,PS_AM_COST_A_TAO1,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005386,oracle,oracle_table,SYSADM.PS_AM_COST_A_TAO2,PS_AM_COST_A_TAO2,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005387,oracle,oracle_table,SYSADM.PS_AM_COST_A_TAO3,PS_AM_COST_A_TAO3,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005388,oracle,oracle_table,SYSADM.PS_AM_COST_A_TAO4,PS_AM_COST_A_TAO4,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005389,oracle,oracle_table,SYSADM.PS_AM_COST_A_TAO5,PS_AM_COST_A_TAO5,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005390,oracle,oracle_table,SYSADM.PS_AM_COST_A_TAO6,PS_AM_COST_A_TAO6,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005391,oracle,oracle_table,SYSADM.PS_AM_COST_A_TAO7,PS_AM_COST_A_TAO7,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005392,oracle,oracle_table,SYSADM.PS_AM_COST_A_TAO8,PS_AM_COST_A_TAO8,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005393,oracle,oracle_table,SYSADM.PS_AM_COST_C_TAO,PS_AM_COST_C_TAO,7,2,5,3,2,2,0,7.428571428571427,10.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005394,oracle,oracle_table,SYSADM.PS_AM_COST_C_TAO1,PS_AM_COST_C_TAO1,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005395,oracle,oracle_table,SYSADM.PS_AM_COST_C_TAO2,PS_AM_COST_C_TAO2,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005396,oracle,oracle_table,SYSADM.PS_AM_COST_C_TAO3,PS_AM_COST_C_TAO3,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005397,oracle,oracle_table,SYSADM.PS_AM_COST_C_TAO4,PS_AM_COST_C_TAO4,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005398,oracle,oracle_table,SYSADM.PS_AM_COST_C_TAO5,PS_AM_COST_C_TAO5,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005399,oracle,oracle_table,SYSADM.PS_AM_COST_C_TAO6,PS_AM_COST_C_TAO6,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005400,oracle,oracle_table,SYSADM.PS_AM_COST_C_TAO7,PS_AM_COST_C_TAO7,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005401,oracle,oracle_table,SYSADM.PS_AM_COST_C_TAO8,PS_AM_COST_C_TAO8,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005402,oracle,oracle_table,SYSADM.PS_AM_COST_DFT_AET,PS_AM_COST_DFT_AET,14,2,12,1,2,11,0,11.142857142857142,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005403,oracle,oracle_table,SYSADM.PS_AM_COST_SUM_AUD,PS_AM_COST_SUM_AUD,60,6,54,13,6,41,0,10.95,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005404,oracle,oracle_table,SYSADM.PS_AM_COST_SUM_RUN,PS_AM_COST_SUM_RUN,12,0,12,0,2,10,0,11.333333333333332,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005405,oracle,oracle_table,SYSADM.PS_AM_COST_U_TAO,PS_AM_COST_U_TAO,57,5,52,13,5,39,0,10.017543859649122,30.0,0.0,0.0,0.0,VRAI,Finance,Finance
1005406,oracle,oracle_table,SYSADM.PS_AM_COST_U_TAO1,PS_AM_COST_U_TAO1,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005407,oracle,oracle_table,SYSADM.PS_AM_COST_U_TAO2,PS_AM_COST_U_TAO2,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005408,oracle,oracle_table,SYSADM.PS_AM_COST_U_TAO3,PS_AM_COST_U_TAO3,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005409,oracle,oracle_table,SYSADM.PS_AM_COST_U_TAO4,PS_AM_COST_U_TAO4,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005410,oracle,oracle_table,SYSADM.PS_AM_COST_U_TAO5,PS_AM_COST_U_TAO5,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
1005411,oracle,oracle_table,SYSADM.PS_AM_COST_U_TAO6,PS_AM_COST_U_TAO6,0,0,0,0,0,0,0,,,0.0,0.0,0.0,VRAI,Finance,Finance
